,RollType,strength,dexterity,constituion,intellegence,wisdom,charisma,str mod,dex mod,con mod,int mod,wis mod,char mod
1262,4D6DropLow,8,14,17,11,12,9,-1,2,3,0,1,-1
1263,4D6DropLow,14,13,18,16,15,14,2,1,4,3,2,2
1264,4D6DropLow,10,14,9,14,14,15,0,2,-1,2,2,2
1265,4D6DropLow,12,14,13,10,14,14,1,2,1,0,2,2
1266,4D6DropLow,17,13,12,15,14,17,3,1,1,2,2,3
1267,4D6DropLow,16,17,16,8,17,12,3,3,3,-1,3,1
1268,4D6DropLow,11,7,12,13,16,13,0,-2,1,1,3,1
1269,4D6DropLow,12,5,12,16,17,9,1,-3,1,3,3,-1
1270,4D6DropLow,17,16,13,10,11,16,3,3,1,0,0,3
1271,4D6DropLow,15,11,9,7,12,10,2,0,-1,-2,1,0
1272,4D6DropLow,8,11,13,14,11,11,-1,0,1,2,0,0
1273,4D6DropLow,13,12,12,11,10,12,1,1,1,0,0,1
1274,4D6DropLow,13,15,6,15,12,13,1,2,-2,2,1,1
1275,4D6DropLow,10,11,16,15,13,12,0,0,3,2,1,1
1276,4D6DropLow,12,14,10,11,13,12,1,2,0,0,1,1
1277,4D6DropLow,12,12,14,18,15,6,1,1,2,4,2,-2
1278,4D6DropLow,12,7,10,14,14,16,1,-2,0,2,2,3
1279,4D6DropLow,18,14,8,17,18,8,4,2,-1,3,4,-1
1280,4D6DropLow,10,14,16,12,9,17,0,2,3,1,-1,3
1281,4D6DropLow,6,12,15,13,11,16,-2,1,2,1,0,3
1282,4D6DropLow,14,16,8,14,16,14,2,3,-1,2,3,2
1283,4D6DropLow,13,13,12,15,17,15,1,1,1,2,3,2
1284,4D6DropLow,9,16,16,14,14,15,-1,3,3,2,2,2
1285,4D6DropLow,14,15,8,9,11,7,2,2,-1,-1,0,-2
1286,4D6DropLow,15,10,15,11,12,17,2,0,2,0,1,3
1287,4D6DropLow,18,7,18,11,11,16,4,-2,4,0,0,3
1288,4D6DropLow,14,15,13,12,5,14,2,2,1,1,-3,2
1289,4D6DropLow,14,16,13,11,13,18,2,3,1,0,1,4
1290,4D6DropLow,11,18,15,11,11,11,0,4,2,0,0,0
1291,4D6DropLow,16,11,14,9,11,9,3,0,2,-1,0,-1
1292,4D6DropLow,9,12,10,14,11,15,-1,1,0,2,0,2
1293,4D6DropLow,10,7,18,14,16,12,0,-2,4,2,3,1
1294,4D6DropLow,9,14,9,14,11,8,-1,2,-1,2,0,-1
1295,4D6DropLow,14,15,13,10,11,13,2,2,1,0,0,1
1296,4D6DropLow,14,13,10,7,8,9,2,1,0,-2,-1,-1
1297,4D6DropLow,11,13,13,11,12,13,0,1,1,0,1,1
1298,4D6DropLow,8,14,11,6,11,16,-1,2,0,-2,0,3
1299,4D6DropLow,6,16,15,13,14,7,-2,3,2,1,2,-2
1300,4D6DropLow,11,15,13,9,12,13,0,2,1,-1,1,1
1301,4D6DropLow,12,13,12,13,14,15,1,1,1,1,2,2
1302,4D6DropLow,11,14,14,9,11,18,0,2,2,-1,0,4
1303,4D6DropLow,12,13,11,17,10,12,1,1,0,3,0,1
1304,4D6DropLow,15,12,14,9,10,16,2,1,2,-1,0,3
1305,4D6DropLow,7,7,11,9,14,15,-2,-2,0,-1,2,2
1306,4D6DropLow,15,14,17,13,12,12,2,2,3,1,1,1
1307,4D6DropLow,13,16,9,12,10,13,1,3,-1,1,0,1
1308,4D6DropLow,11,9,15,13,13,14,0,-1,2,1,1,2
1309,4D6DropLow,14,10,13,15,16,14,2,0,1,2,3,2
1310,4D6DropLow,7,9,14,10,12,11,-2,-1,2,0,1,0
1311,4D6DropLow,14,7,11,10,8,11,2,-2,0,0,-1,0
1312,4D6DropLow,16,10,13,11,11,18,3,0,1,0,0,4
1313,4D6DropLow,11,11,11,13,15,16,0,0,0,1,2,3
1314,4D6DropLow,15,12,16,16,12,14,2,1,3,3,1,2
1315,4D6DropLow,14,10,10,12,13,7,2,0,0,1,1,-2
1316,4D6DropLow,17,10,13,12,12,8,3,0,1,1,1,-1
1317,4D6DropLow,11,11,14,9,14,15,0,0,2,-1,2,2
1318,4D6DropLow,12,14,9,12,11,11,1,2,-1,1,0,0
1319,4D6DropLow,15,12,13,18,13,13,2,1,1,4,1,1
1320,4D6DropLow,6,17,8,9,11,10,-2,3,-1,-1,0,0
1321,4D6DropLow,17,15,17,8,7,11,3,2,3,-1,-2,0
1322,4D6DropLow,10,12,16,17,14,7,0,1,3,3,2,-2
1323,4D6DropLow,11,13,10,14,14,15,0,1,0,2,2,2
1324,4D6DropLow,18,15,9,16,13,11,4,2,-1,3,1,0
1325,4D6DropLow,13,14,8,10,11,15,1,2,-1,0,0,2
1326,4D6DropLow,15,11,11,15,10,11,2,0,0,2,0,0
1327,4D6DropLow,15,13,13,15,8,15,2,1,1,2,-1,2
1328,4D6DropLow,10,11,9,10,6,13,0,0,-1,0,-2,1
1329,4D6DropLow,16,13,14,15,7,14,3,1,2,2,-2,2
1330,4D6DropLow,17,10,13,13,14,13,3,0,1,1,2,1
1331,4D6DropLow,14,11,12,10,15,11,2,0,1,0,2,0
1332,4D6DropLow,12,13,17,14,11,12,1,1,3,2,0,1
1333,4D6DropLow,17,9,10,9,12,7,3,-1,0,-1,1,-2
1334,4D6DropLow,15,7,11,12,14,6,2,-2,0,1,2,-2
1335,4D6DropLow,15,13,12,12,15,10,2,1,1,1,2,0
1336,4D6DropLow,13,18,7,5,15,14,1,4,-2,-3,2,2
1337,4D6DropLow,13,17,14,11,11,15,1,3,2,0,0,2
1338,4D6DropLow,9,7,7,14,7,13,-1,-2,-2,2,-2,1
1339,4D6DropLow,9,8,10,7,9,13,-1,-1,0,-2,-1,1
1340,4D6DropLow,10,13,9,9,14,7,0,1,-1,-1,2,-2
1341,4D6DropLow,13,9,15,10,14,5,1,-1,2,0,2,-3
1342,4D6DropLow,9,6,9,12,14,14,-1,-2,-1,1,2,2
1343,4D6DropLow,12,11,16,9,14,8,1,0,3,-1,2,-1
1344,4D6DropLow,12,14,11,11,11,15,1,2,0,0,0,2
1345,4D6DropLow,13,15,11,9,17,11,1,2,0,-1,3,0
1346,4D6DropLow,8,10,17,11,11,10,-1,0,3,0,0,0
1347,4D6DropLow,13,14,8,9,8,13,1,2,-1,-1,-1,1
1348,4D6DropLow,5,5,10,15,10,16,-3,-3,0,2,0,3
1349,4D6DropLow,11,15,14,10,14,9,0,2,2,0,2,-1
1350,4D6DropLow,8,13,14,11,17,9,-1,1,2,0,3,-1
1351,4D6DropLow,9,14,15,16,17,15,-1,2,2,3,3,2
1352,4D6DropLow,14,12,8,13,15,14,2,1,-1,1,2,2
1353,4D6DropLow,11,13,13,13,14,12,0,1,1,1,2,1
1354,4D6DropLow,15,8,10,13,9,14,2,-1,0,1,-1,2
1355,4D6DropLow,12,14,8,8,13,8,1,2,-1,-1,1,-1
1356,4D6DropLow,12,15,11,15,11,12,1,2,0,2,0,1
1357,4D6DropLow,13,16,12,13,12,6,1,3,1,1,1,-2
1358,4D6DropLow,9,13,8,16,12,13,-1,1,-1,3,1,1
1359,4D6DropLow,8,12,10,13,12,6,-1,1,0,1,1,-2
1360,4D6DropLow,10,10,14,9,10,15,0,0,2,-1,0,2
1361,4D6DropLow,11,12,11,15,12,17,0,1,0,2,1,3
1362,4D6DropLow,7,9,16,16,11,11,-2,-1,3,3,0,0
1363,4D6DropLow,12,8,12,10,7,15,1,-1,1,0,-2,2
1364,4D6DropLow,10,4,15,12,13,13,0,-3,2,1,1,1
1365,4D6DropLow,8,14,10,11,13,17,-1,2,0,0,1,3
1366,4D6DropLow,10,17,17,8,17,15,0,3,3,-1,3,2
1367,4D6DropLow,7,12,7,8,11,14,-2,1,-2,-1,0,2
1368,4D6DropLow,12,13,13,18,12,10,1,1,1,4,1,0
1369,4D6DropLow,11,10,16,8,17,15,0,0,3,-1,3,2
1370,4D6DropLow,13,10,10,11,7,18,1,0,0,0,-2,4
1371,4D6DropLow,10,15,12,12,11,17,0,2,1,1,0,3
1372,4D6DropLow,12,15,17,7,6,11,1,2,3,-2,-2,0
1373,4D6DropLow,12,15,12,15,13,10,1,2,1,2,1,0
1374,4D6DropLow,9,14,13,15,16,15,-1,2,1,2,3,2
1375,4D6DropLow,10,14,11,15,12,17,0,2,0,2,1,3
1376,4D6DropLow,14,11,11,13,9,14,2,0,0,1,-1,2
1377,4D6DropLow,15,14,14,10,15,16,2,2,2,0,2,3
1378,4D6DropLow,9,14,12,7,14,18,-1,2,1,-2,2,4
1379,4D6DropLow,17,14,13,11,15,9,3,2,1,0,2,-1
1380,4D6DropLow,8,7,5,10,11,10,-1,-2,-3,0,0,0
1381,4D6DropLow,9,11,11,11,15,15,-1,0,0,0,2,2
1382,4D6DropLow,11,8,8,8,12,15,0,-1,-1,-1,1,2
1383,4D6DropLow,16,13,9,11,17,8,3,1,-1,0,3,-1
1384,4D6DropLow,14,17,12,12,13,8,2,3,1,1,1,-1
1385,4D6DropLow,15,11,13,12,10,11,2,0,1,1,0,0
1386,4D6DropLow,11,11,14,10,7,16,0,0,2,0,-2,3
1387,4D6DropLow,15,13,12,12,12,13,2,1,1,1,1,1
1388,4D6DropLow,12,17,9,13,18,16,1,3,-1,1,4,3
1389,4D6DropLow,11,8,16,13,10,10,0,-1,3,1,0,0
1390,4D6DropLow,16,13,5,11,13,15,3,1,-3,0,1,2
1391,4D6DropLow,14,12,6,10,10,18,2,1,-2,0,0,4
1392,4D6DropLow,11,13,10,9,8,18,0,1,0,-1,-1,4
1393,4D6DropLow,8,9,15,13,13,10,-1,-1,2,1,1,0
1394,4D6DropLow,13,15,8,9,14,12,1,2,-1,-1,2,1
1395,4D6DropLow,12,17,10,13,11,10,1,3,0,1,0,0
1396,4D6DropLow,13,11,17,12,8,13,1,0,3,1,-1,1
1397,4D6DropLow,12,9,13,10,16,16,1,-1,1,0,3,3
1398,4D6DropLow,9,12,8,16,15,13,-1,1,-1,3,2,1
1399,4D6DropLow,11,9,17,12,14,12,0,-1,3,1,2,1
1400,4D6DropLow,18,11,10,13,5,11,4,0,0,1,-3,0
1401,4D6DropLow,15,16,13,11,6,12,2,3,1,0,-2,1
1402,4D6DropLow,14,9,14,13,16,14,2,-1,2,1,3,2
1403,4D6DropLow,10,10,12,9,12,11,0,0,1,-1,1,0
1404,4D6DropLow,13,13,11,11,18,9,1,1,0,0,4,-1
1405,4D6DropLow,8,12,12,11,17,13,-1,1,1,0,3,1
1406,4D6DropLow,11,13,8,14,13,14,0,1,-1,2,1,2
1407,4D6DropLow,14,12,11,13,11,11,2,1,0,1,0,0
1408,4D6DropLow,17,16,13,16,8,17,3,3,1,3,-1,3
1409,4D6DropLow,13,7,15,14,7,10,1,-2,2,2,-2,0
1410,4D6DropLow,10,8,13,15,14,12,0,-1,1,2,2,1
1411,4D6DropLow,10,13,11,10,15,13,0,1,0,0,2,1
1412,4D6DropLow,13,12,11,11,15,11,1,1,0,0,2,0
1413,4D6DropLow,10,9,13,9,12,13,0,-1,1,-1,1,1
1414,4D6DropLow,12,13,12,13,16,14,1,1,1,1,3,2
1415,4D6DropLow,11,14,13,18,10,10,0,2,1,4,0,0
1416,4D6DropLow,10,13,16,15,13,11,0,1,3,2,1,0
1417,4D6DropLow,9,14,16,12,15,15,-1,2,3,1,2,2
1418,4D6DropLow,12,14,13,13,11,14,1,2,1,1,0,2
1419,4D6DropLow,10,15,11,12,8,13,0,2,0,1,-1,1
1420,4D6DropLow,11,12,12,14,11,11,0,1,1,2,0,0
1421,4D6DropLow,14,11,13,9,13,10,2,0,1,-1,1,0
1422,4D6DropLow,16,14,14,14,12,15,3,2,2,2,1,2
1423,4D6DropLow,15,13,11,12,11,9,2,1,0,1,0,-1
1424,4D6DropLow,5,9,9,13,8,15,-3,-1,-1,1,-1,2
1425,4D6DropLow,15,8,11,8,12,12,2,-1,0,-1,1,1
1426,4D6DropLow,14,12,13,16,17,14,2,1,1,3,3,2
1427,4D6DropLow,17,10,12,11,13,16,3,0,1,0,1,3
1428,4D6DropLow,16,9,13,15,15,14,3,-1,1,2,2,2
1429,4D6DropLow,15,14,12,14,17,14,2,2,1,2,3,2
1430,4D6DropLow,14,16,14,13,14,14,2,3,2,1,2,2
1431,4D6DropLow,16,7,17,16,10,8,3,-2,3,3,0,-1
1432,4D6DropLow,8,11,16,13,18,14,-1,0,3,1,4,2
1433,4D6DropLow,13,12,14,14,11,18,1,1,2,2,0,4
1434,4D6DropLow,6,14,13,13,14,11,-2,2,1,1,2,0
1435,4D6DropLow,12,14,13,9,16,10,1,2,1,-1,3,0
1436,4D6DropLow,4,17,17,15,12,8,-3,3,3,2,1,-1
1437,4D6DropLow,9,16,16,14,12,7,-1,3,3,2,1,-2
1438,4D6DropLow,11,8,17,12,5,12,0,-1,3,1,-3,1
1439,4D6DropLow,13,11,5,15,15,10,1,0,-3,2,2,0
1440,4D6DropLow,12,14,12,13,15,14,1,2,1,1,2,2
1441,4D6DropLow,13,16,9,12,10,13,1,3,-1,1,0,1
1442,4D6DropLow,15,16,17,12,8,11,2,3,3,1,-1,0
1443,4D6DropLow,8,15,13,8,7,14,-1,2,1,-1,-2,2
1444,4D6DropLow,11,13,13,8,12,10,0,1,1,-1,1,0
1445,4D6DropLow,10,7,13,12,13,15,0,-2,1,1,1,2
1446,4D6DropLow,12,15,12,11,12,10,1,2,1,0,1,0
1447,4D6DropLow,14,12,13,10,9,10,2,1,1,0,-1,0
1448,4D6DropLow,9,9,11,8,11,16,-1,-1,0,-1,0,3
1449,4D6DropLow,13,16,14,13,15,11,1,3,2,1,2,0
1450,4D6DropLow,12,17,13,12,7,16,1,3,1,1,-2,3
1451,4D6DropLow,9,7,10,14,9,11,-1,-2,0,2,-1,0
1452,4D6DropLow,11,15,13,12,13,9,0,2,1,1,1,-1
1453,4D6DropLow,10,16,11,4,13,13,0,3,0,-3,1,1
1454,4D6DropLow,13,17,15,11,10,13,1,3,2,0,0,1
1455,4D6DropLow,11,12,14,14,10,9,0,1,2,2,0,-1
1456,4D6DropLow,17,14,16,11,12,16,3,2,3,0,1,3
1457,4D6DropLow,11,10,9,15,9,6,0,0,-1,2,-1,-2
1458,4D6DropLow,13,14,12,11,14,8,1,2,1,0,2,-1
1459,4D6DropLow,14,13,14,17,16,8,2,1,2,3,3,-1
1460,4D6DropLow,13,8,10,14,13,7,1,-1,0,2,1,-2
1461,4D6DropLow,14,5,14,15,9,9,2,-3,2,2,-1,-1
1462,4D6DropLow,9,8,14,5,11,13,-1,-1,2,-3,0,1
1463,4D6DropLow,10,13,13,9,16,15,0,1,1,-1,3,2
1464,4D6DropLow,15,6,13,9,14,10,2,-2,1,-1,2,0
1465,4D6DropLow,15,14,13,14,13,13,2,2,1,2,1,1
1466,4D6DropLow,11,15,7,10,18,12,0,2,-2,0,4,1
1467,4D6DropLow,16,14,15,14,13,15,3,2,2,2,1,2
1468,4D6DropLow,10,16,10,9,15,18,0,3,0,-1,2,4
1469,4D6DropLow,17,15,5,9,9,11,3,2,-3,-1,-1,0
1470,4D6DropLow,13,12,6,11,13,15,1,1,-2,0,1,2
1471,4D6DropLow,16,13,13,11,13,14,3,1,1,0,1,2
1472,4D6DropLow,15,13,15,12,6,14,2,1,2,1,-2,2
1473,4D6DropLow,16,17,10,12,9,16,3,3,0,1,-1,3
1474,4D6DropLow,10,10,11,9,12,9,0,0,0,-1,1,-1
1475,4D6DropLow,12,16,10,12,13,16,1,3,0,1,1,3
1476,4D6DropLow,15,8,11,13,9,13,2,-1,0,1,-1,1
1477,4D6DropLow,11,7,14,15,14,10,0,-2,2,2,2,0
1478,4D6DropLow,13,13,14,15,11,6,1,1,2,2,0,-2
1479,4D6DropLow,8,9,14,10,12,14,-1,-1,2,0,1,2
1480,4D6DropLow,12,8,12,12,14,14,1,-1,1,1,2,2
1481,4D6DropLow,11,12,9,13,17,17,0,1,-1,1,3,3
1482,4D6DropLow,15,12,12,17,18,11,2,1,1,3,4,0
1483,4D6DropLow,13,16,10,15,11,12,1,3,0,2,0,1
1484,4D6DropLow,6,14,17,10,10,10,-2,2,3,0,0,0
1485,4D6DropLow,12,12,16,8,11,15,1,1,3,-1,0,2
1486,4D6DropLow,16,14,9,16,11,17,3,2,-1,3,0,3
1487,4D6DropLow,15,13,12,14,11,9,2,1,1,2,0,-1
1488,4D6DropLow,12,11,13,12,15,15,1,0,1,1,2,2
1489,4D6DropLow,12,13,13,9,15,9,1,1,1,-1,2,-1
1490,4D6DropLow,18,15,12,11,13,14,4,2,1,0,1,2
1491,4D6DropLow,15,13,14,14,13,14,2,1,2,2,1,2
1492,4D6DropLow,16,8,10,17,8,10,3,-1,0,3,-1,0
1493,4D6DropLow,8,10,10,5,16,13,-1,0,0,-3,3,1
1494,4D6DropLow,14,9,9,16,14,9,2,-1,-1,3,2,-1
1495,4D6DropLow,9,12,11,18,13,14,-1,1,0,4,1,2
1496,4D6DropLow,12,7,9,12,15,14,1,-2,-1,1,2,2
1497,4D6DropLow,16,8,12,15,10,16,3,-1,1,2,0,3
1498,4D6DropLow,12,6,12,13,12,10,1,-2,1,1,1,0
1499,4D6DropLow,12,14,11,5,12,9,1,2,0,-3,1,-1
1500,4D6DropLow,14,8,12,14,13,14,2,-1,1,2,1,2
1501,4D6DropLow,8,14,12,13,11,10,-1,2,1,1,0,0
1502,4D6DropLow,12,5,8,12,6,10,1,-3,-1,1,-2,0
1503,4D6DropLow,11,15,10,10,16,12,0,2,0,0,3,1
1504,4D6DropLow,11,13,9,16,13,9,0,1,-1,3,1,-1
1505,4D6DropLow,6,18,13,14,14,10,-2,4,1,2,2,0
1506,4D6DropLow,11,8,11,12,14,12,0,-1,0,1,2,1
1507,4D6DropLow,10,12,11,13,10,12,0,1,0,1,0,1
1508,4D6DropLow,13,10,12,12,11,11,1,0,1,1,0,0
1509,4D6DropLow,18,14,13,14,14,16,4,2,1,2,2,3
1510,4D6DropLow,17,11,13,14,11,17,3,0,1,2,0,3
1511,4D6DropLow,14,14,15,15,11,14,2,2,2,2,0,2
1512,4D6DropLow,14,16,15,10,10,14,2,3,2,0,0,2
1513,4D6DropLow,16,13,14,9,14,13,3,1,2,-1,2,1
1514,4D6DropLow,14,10,14,13,17,11,2,0,2,1,3,0
1515,4D6DropLow,12,12,9,5,14,11,1,1,-1,-3,2,0
1516,4D6DropLow,15,15,12,14,11,12,2,2,1,2,0,1
1517,4D6DropLow,12,16,16,15,10,7,1,3,3,2,0,-2
1518,4D6DropLow,14,9,11,14,15,8,2,-1,0,2,2,-1
1519,4D6DropLow,18,10,12,13,9,11,4,0,1,1,-1,0
1520,4D6DropLow,16,11,10,17,8,18,3,0,0,3,-1,4
1521,4D6DropLow,13,13,7,17,12,11,1,1,-2,3,1,0
1522,4D6DropLow,7,11,12,9,17,8,-2,0,1,-1,3,-1
1523,4D6DropLow,10,11,13,12,9,9,0,0,1,1,-1,-1
1524,4D6DropLow,12,14,13,10,9,13,1,2,1,0,-1,1
1525,4D6DropLow,10,11,10,12,12,12,0,0,0,1,1,1
1526,4D6DropLow,16,13,8,14,16,11,3,1,-1,2,3,0
1527,4D6DropLow,14,11,12,14,16,10,2,0,1,2,3,0
1528,4D6DropLow,15,12,16,8,13,10,2,1,3,-1,1,0
1529,4D6DropLow,17,6,10,14,13,13,3,-2,0,2,1,1
1530,4D6DropLow,10,12,11,17,11,10,0,1,0,3,0,0
1531,4D6DropLow,17,9,10,14,10,11,3,-1,0,2,0,0
1532,4D6DropLow,12,15,13,16,13,15,1,2,1,3,1,2
1533,4D6DropLow,10,15,14,13,11,13,0,2,2,1,0,1
1534,4D6DropLow,9,14,12,9,8,15,-1,2,1,-1,-1,2
1535,4D6DropLow,10,8,16,9,12,12,0,-1,3,-1,1,1
1536,4D6DropLow,12,11,12,13,16,14,1,0,1,1,3,2
1537,4D6DropLow,12,14,9,13,17,14,1,2,-1,1,3,2
1538,4D6DropLow,12,11,14,17,10,13,1,0,2,3,0,1
1539,4D6DropLow,9,13,12,12,12,11,-1,1,1,1,1,0
1540,4D6DropLow,13,12,13,8,10,11,1,1,1,-1,0,0
1541,4D6DropLow,15,14,8,9,13,14,2,2,-1,-1,1,2
1542,4D6DropLow,15,14,13,14,13,10,2,2,1,2,1,0
1543,4D6DropLow,14,8,17,16,8,14,2,-1,3,3,-1,2
1544,4D6DropLow,8,16,11,14,11,13,-1,3,0,2,0,1
1545,4D6DropLow,16,15,14,14,12,13,3,2,2,2,1,1
1546,4D6DropLow,12,8,9,7,16,12,1,-1,-1,-2,3,1
1547,4D6DropLow,12,14,16,11,9,15,1,2,3,0,-1,2
1548,4D6DropLow,6,15,12,18,10,11,-2,2,1,4,0,0
1549,4D6DropLow,16,14,12,12,10,10,3,2,1,1,0,0
1550,4D6DropLow,14,10,12,4,13,13,2,0,1,-3,1,1
1551,4D6DropLow,11,10,13,17,17,13,0,0,1,3,3,1
1552,4D6DropLow,13,18,13,12,8,11,1,4,1,1,-1,0
1553,4D6DropLow,17,11,12,15,15,13,3,0,1,2,2,1
1554,4D6DropLow,12,6,11,13,10,9,1,-2,0,1,0,-1
1555,4D6DropLow,10,16,11,12,13,12,0,3,0,1,1,1
1556,4D6DropLow,11,9,9,11,10,8,0,-1,-1,0,0,-1
1557,4D6DropLow,9,10,9,10,11,12,-1,0,-1,0,0,1
1558,4D6DropLow,16,11,6,9,16,15,3,0,-2,-1,3,2
1559,4D6DropLow,12,7,10,8,13,11,1,-2,0,-1,1,0
1560,4D6DropLow,15,9,12,12,13,17,2,-1,1,1,1,3
1561,4D6DropLow,8,13,15,13,15,15,-1,1,2,1,2,2
1562,4D6DropLow,13,14,9,9,16,8,1,2,-1,-1,3,-1
1563,4D6DropLow,16,9,14,15,8,9,3,-1,2,2,-1,-1
1564,4D6DropLow,15,10,13,12,13,15,2,0,1,1,1,2
1565,4D6DropLow,8,12,15,7,15,15,-1,1,2,-2,2,2
1566,4D6DropLow,10,14,12,10,16,11,0,2,1,0,3,0
1567,4D6DropLow,14,11,13,10,11,14,2,0,1,0,0,2
1568,4D6DropLow,11,9,11,5,13,13,0,-1,0,-3,1,1
1569,4D6DropLow,12,9,12,9,12,17,1,-1,1,-1,1,3
1570,4D6DropLow,11,10,10,9,6,13,0,0,0,-1,-2,1
1571,4D6DropLow,9,10,11,13,11,12,-1,0,0,1,0,1
1572,4D6DropLow,13,15,8,5,15,12,1,2,-1,-3,2,1
1573,4D6DropLow,15,10,15,9,13,13,2,0,2,-1,1,1
1574,4D6DropLow,16,14,16,14,12,16,3,2,3,2,1,3
1575,4D6DropLow,13,13,13,10,15,16,1,1,1,0,2,3
1576,4D6DropLow,9,9,12,13,11,13,-1,-1,1,1,0,1
1577,4D6DropLow,18,11,13,11,13,13,4,0,1,0,1,1
1578,4D6DropLow,13,13,11,12,15,12,1,1,0,1,2,1
1579,4D6DropLow,13,11,9,11,8,13,1,0,-1,0,-1,1
1580,4D6DropLow,13,17,5,13,11,12,1,3,-3,1,0,1
1581,4D6DropLow,17,17,12,15,14,9,3,3,1,2,2,-1
1582,4D6DropLow,15,9,10,14,9,10,2,-1,0,2,-1,0
1583,4D6DropLow,9,9,13,9,9,11,-1,-1,1,-1,-1,0
1584,4D6DropLow,13,16,13,10,12,10,1,3,1,0,1,0
1585,4D6DropLow,9,12,13,9,12,15,-1,1,1,-1,1,2
1586,4D6DropLow,14,16,13,16,14,14,2,3,1,3,2,2
1587,4D6DropLow,13,7,14,11,10,15,1,-2,2,0,0,2
1588,4D6DropLow,12,14,15,10,10,15,1,2,2,0,0,2
1589,4D6DropLow,7,17,15,13,14,14,-2,3,2,1,2,2
1590,4D6DropLow,14,10,8,10,13,13,2,0,-1,0,1,1
1591,4D6DropLow,12,13,15,12,10,13,1,1,2,1,0,1
1592,4D6DropLow,13,14,14,8,10,8,1,2,2,-1,0,-1
1593,4D6DropLow,13,7,15,14,10,9,1,-2,2,2,0,-1
1594,4D6DropLow,14,8,16,12,14,10,2,-1,3,1,2,0
1595,4D6DropLow,10,10,14,14,7,12,0,0,2,2,-2,1
1596,4D6DropLow,13,5,12,14,13,14,1,-3,1,2,1,2
1597,4D6DropLow,13,17,18,17,11,12,1,3,4,3,0,1
1598,4D6DropLow,13,10,11,7,13,8,1,0,0,-2,1,-1
1599,4D6DropLow,10,13,17,10,14,9,0,1,3,0,2,-1
1600,4D6DropLow,12,16,11,12,18,11,1,3,0,1,4,0
1601,4D6DropLow,10,14,14,12,12,12,0,2,2,1,1,1
1602,4D6DropLow,11,11,11,14,9,6,0,0,0,2,-1,-2
1603,4D6DropLow,13,12,15,9,14,13,1,1,2,-1,2,1
1604,4D6DropLow,11,14,12,7,11,12,0,2,1,-2,0,1
1605,4D6DropLow,12,14,17,14,13,15,1,2,3,2,1,2
1606,4D6DropLow,13,15,16,15,10,16,1,2,3,2,0,3
1607,4D6DropLow,16,15,13,10,10,14,3,2,1,0,0,2
1608,4D6DropLow,10,10,11,7,14,13,0,0,0,-2,2,1
1609,4D6DropLow,14,13,7,14,12,15,2,1,-2,2,1,2
1610,4D6DropLow,13,18,15,11,12,14,1,4,2,0,1,2
1611,4D6DropLow,10,11,16,14,11,15,0,0,3,2,0,2
1612,4D6DropLow,12,8,12,7,16,13,1,-1,1,-2,3,1
1613,4D6DropLow,10,17,13,13,14,15,0,3,1,1,2,2
1614,4D6DropLow,14,11,14,11,16,14,2,0,2,0,3,2
1615,4D6DropLow,11,11,12,15,11,12,0,0,1,2,0,1
1616,4D6DropLow,16,10,14,15,17,15,3,0,2,2,3,2
1617,4D6DropLow,12,16,11,8,11,9,1,3,0,-1,0,-1
1618,4D6DropLow,16,14,12,14,7,9,3,2,1,2,-2,-1
1619,4D6DropLow,15,17,15,14,17,10,2,3,2,2,3,0
1620,4D6DropLow,13,8,11,13,9,12,1,-1,0,1,-1,1
1621,4D6DropLow,15,15,10,11,12,18,2,2,0,0,1,4
1622,4D6DropLow,9,15,17,12,13,12,-1,2,3,1,1,1
1623,4D6DropLow,16,13,15,16,11,14,3,1,2,3,0,2
1624,4D6DropLow,14,13,13,10,12,13,2,1,1,0,1,1
1625,4D6DropLow,10,13,9,12,15,16,0,1,-1,1,2,3
1626,4D6DropLow,9,11,10,15,13,10,-1,0,0,2,1,0
1627,4D6DropLow,12,13,10,11,7,12,1,1,0,0,-2,1
1628,4D6DropLow,16,16,11,17,13,13,3,3,0,3,1,1
1629,4D6DropLow,12,16,15,14,6,13,1,3,2,2,-2,1
1630,4D6DropLow,8,9,10,15,13,15,-1,-1,0,2,1,2
1631,4D6DropLow,14,10,17,11,14,8,2,0,3,0,2,-1
1632,4D6DropLow,7,14,12,12,10,14,-2,2,1,1,0,2
1633,4D6DropLow,12,11,17,7,16,11,1,0,3,-2,3,0
1634,4D6DropLow,17,9,17,15,15,14,3,-1,3,2,2,2
1635,4D6DropLow,12,13,15,8,14,11,1,1,2,-1,2,0
1636,4D6DropLow,10,14,12,12,7,17,0,2,1,1,-2,3
1637,4D6DropLow,10,11,11,13,12,11,0,0,0,1,1,0
1638,4D6DropLow,16,14,13,7,12,8,3,2,1,-2,1,-1
1639,4D6DropLow,16,9,10,9,16,14,3,-1,0,-1,3,2
1640,4D6DropLow,9,14,10,7,11,14,-1,2,0,-2,0,2
1641,4D6DropLow,15,14,14,14,14,12,2,2,2,2,2,1
1642,4D6DropLow,12,11,9,13,13,11,1,0,-1,1,1,0
1643,4D6DropLow,9,12,11,14,15,6,-1,1,0,2,2,-2
1644,4D6DropLow,16,18,5,14,12,14,3,4,-3,2,1,2
1645,4D6DropLow,13,14,11,9,12,15,1,2,0,-1,1,2
1646,4D6DropLow,8,9,15,11,12,17,-1,-1,2,0,1,3
1647,4D6DropLow,13,10,13,14,10,11,1,0,1,2,0,0
