,roll_type,strength,dexterity,constitution,intellegence,wisdom,charisma,str mod,dex mod,con mod,int mod,wis mod,char mod
1263,4D6DropLow,13,11,11,8,16,6,1,0,0,-1,3,-2
1264,4D6DropLow,14,7,11,11,16,15,2,-2,0,0,3,2
1265,4D6DropLow,6,15,13,13,14,14,-2,2,1,1,2,2
1266,4D6DropLow,13,13,14,15,18,10,1,1,2,2,4,0
1267,4D6DropLow,9,14,13,14,12,12,-1,2,1,2,1,1
1268,4D6DropLow,14,11,11,15,12,12,2,0,0,2,1,1
1269,4D6DropLow,13,5,14,10,16,13,1,-3,2,0,3,1
1270,4D6DropLow,15,17,7,12,15,9,2,3,-2,1,2,-1
1271,4D6DropLow,15,12,13,16,10,7,2,1,1,3,0,-2
1272,4D6DropLow,10,8,8,11,13,3,0,-1,-1,0,1,-4
1273,4D6DropLow,11,14,11,8,15,17,0,2,0,-1,2,3
1274,4D6DropLow,14,14,13,12,8,16,2,2,1,1,-1,3
1275,4D6DropLow,12,11,16,12,15,7,1,0,3,1,2,-2
1276,4D6DropLow,10,11,13,14,12,12,0,0,1,2,1,1
1277,4D6DropLow,9,13,15,11,14,13,-1,1,2,0,2,1
1278,4D6DropLow,11,8,9,15,15,12,0,-1,-1,2,2,1
1279,4D6DropLow,16,10,12,11,9,13,3,0,1,0,-1,1
1280,4D6DropLow,13,11,4,11,12,17,1,0,-3,0,1,3
1281,4D6DropLow,8,12,15,11,14,15,-1,1,2,0,2,2
1282,4D6DropLow,17,5,17,13,4,9,3,-3,3,1,-3,-1
1283,4D6DropLow,15,11,14,14,18,8,2,0,2,2,4,-1
1284,4D6DropLow,16,14,15,13,14,8,3,2,2,1,2,-1
1285,4D6DropLow,10,12,14,16,13,15,0,1,2,3,1,2
1286,4D6DropLow,10,9,11,11,11,12,0,-1,0,0,0,1
1287,4D6DropLow,13,11,10,9,12,11,1,0,0,-1,1,0
1288,4D6DropLow,12,12,15,13,8,11,1,1,2,1,-1,0
1289,4D6DropLow,17,15,11,9,11,10,3,2,0,-1,0,0
1290,4D6DropLow,10,13,11,14,11,8,0,1,0,2,0,-1
1291,4D6DropLow,12,13,7,13,15,17,1,1,-2,1,2,3
1292,4D6DropLow,13,15,14,8,12,11,1,2,2,-1,1,0
1293,4D6DropLow,13,11,16,15,16,9,1,0,3,2,3,-1
1294,4D6DropLow,12,14,16,11,11,9,1,2,3,0,0,-1
1295,4D6DropLow,11,13,8,8,7,13,0,1,-1,-1,-2,1
1296,4D6DropLow,10,11,13,8,13,11,0,0,1,-1,1,0
1297,4D6DropLow,15,13,16,15,9,12,2,1,3,2,-1,1
1298,4D6DropLow,14,9,15,11,11,10,2,-1,2,0,0,0
1299,4D6DropLow,13,17,16,12,14,12,1,3,3,1,2,1
1300,4D6DropLow,14,8,8,10,14,11,2,-1,-1,0,2,0
1301,4D6DropLow,13,13,11,14,14,11,1,1,0,2,2,0
1302,4D6DropLow,15,11,7,16,12,18,2,0,-2,3,1,4
1303,4D6DropLow,12,9,14,12,12,12,1,-1,2,1,1,1
1304,4D6DropLow,13,15,15,16,15,9,1,2,2,3,2,-1
1305,4D6DropLow,17,8,10,15,14,8,3,-1,0,2,2,-1
1306,4D6DropLow,11,12,12,14,9,13,0,1,1,2,-1,1
1307,4D6DropLow,15,10,10,9,15,11,2,0,0,-1,2,0
1308,4D6DropLow,6,17,15,9,8,12,-2,3,2,-1,-1,1
1309,4D6DropLow,13,12,17,12,6,12,1,1,3,1,-2,1
1310,4D6DropLow,9,14,13,15,10,10,-1,2,1,2,0,0
1311,4D6DropLow,13,13,6,11,17,13,1,1,-2,0,3,1
1312,4D6DropLow,13,11,8,9,6,14,1,0,-1,-1,-2,2
1313,4D6DropLow,11,15,11,12,14,9,0,2,0,1,2,-1
1314,4D6DropLow,9,16,12,12,13,12,-1,3,1,1,1,1
1315,4D6DropLow,12,15,13,14,10,14,1,2,1,2,0,2
1316,4D6DropLow,8,11,15,10,11,13,-1,0,2,0,0,1
1317,4D6DropLow,13,15,8,12,16,12,1,2,-1,1,3,1
1318,4D6DropLow,13,7,15,12,15,13,1,-2,2,1,2,1
1319,4D6DropLow,7,15,6,11,16,9,-2,2,-2,0,3,-1
1320,4D6DropLow,12,13,13,12,8,10,1,1,1,1,-1,0
1321,4D6DropLow,14,15,12,14,14,15,2,2,1,2,2,2
1322,4D6DropLow,12,15,12,16,13,14,1,2,1,3,1,2
1323,4D6DropLow,12,13,15,10,14,14,1,1,2,0,2,2
1324,4D6DropLow,11,11,11,15,13,14,0,0,0,2,1,2
1325,4D6DropLow,14,15,17,16,11,17,2,2,3,3,0,3
1326,4D6DropLow,10,17,8,13,9,14,0,3,-1,1,-1,2
1327,4D6DropLow,9,13,8,12,11,9,-1,1,-1,1,0,-1
1328,4D6DropLow,14,15,10,12,8,5,2,2,0,1,-1,-3
1329,4D6DropLow,10,15,6,9,14,8,0,2,-2,-1,2,-1
1330,4D6DropLow,10,9,13,15,15,15,0,-1,1,2,2,2
1331,4D6DropLow,12,15,16,13,13,6,1,2,3,1,1,-2
1332,4D6DropLow,11,11,10,13,11,15,0,0,0,1,0,2
1333,4D6DropLow,14,4,15,13,9,15,2,-3,2,1,-1,2
1334,4D6DropLow,13,12,11,15,16,13,1,1,0,2,3,1
1335,4D6DropLow,8,7,9,14,15,9,-1,-2,-1,2,2,-1
1336,4D6DropLow,14,14,14,12,10,11,2,2,2,1,0,0
1337,4D6DropLow,11,11,15,15,12,13,0,0,2,2,1,1
1338,4D6DropLow,11,14,12,8,9,12,0,2,1,-1,-1,1
1339,4D6DropLow,8,14,9,7,10,12,-1,2,-1,-2,0,1
1340,4D6DropLow,8,14,11,12,12,14,-1,2,0,1,1,2
1341,4D6DropLow,17,10,12,14,6,13,3,0,1,2,-2,1
1342,4D6DropLow,11,16,9,12,14,14,0,3,-1,1,2,2
1343,4D6DropLow,10,14,14,9,13,10,0,2,2,-1,1,0
1344,4D6DropLow,10,10,17,11,11,3,0,0,3,0,0,-4
1345,4D6DropLow,13,13,4,8,8,7,1,1,-3,-1,-1,-2
1346,4D6DropLow,17,11,12,15,13,14,3,0,1,2,1,2
1347,4D6DropLow,13,14,10,14,12,18,1,2,0,2,1,4
1348,4D6DropLow,8,7,14,14,12,15,-1,-2,2,2,1,2
1349,4D6DropLow,17,12,17,12,12,10,3,1,3,1,1,0
1350,4D6DropLow,16,14,7,13,10,14,3,2,-2,1,0,2
1351,4D6DropLow,14,15,11,9,9,8,2,2,0,-1,-1,-1
1352,4D6DropLow,14,8,16,14,16,16,2,-1,3,2,3,3
1353,4D6DropLow,14,6,12,13,13,10,2,-2,1,1,1,0
1354,4D6DropLow,11,12,8,11,14,7,0,1,-1,0,2,-2
1355,4D6DropLow,14,18,12,14,14,12,2,4,1,2,2,1
1356,4D6DropLow,11,15,15,14,9,8,0,2,2,2,-1,-1
1357,4D6DropLow,9,13,12,17,14,7,-1,1,1,3,2,-2
1358,4D6DropLow,13,11,12,14,10,12,1,0,1,2,0,1
1359,4D6DropLow,14,10,10,10,13,14,2,0,0,0,1,2
1360,4D6DropLow,15,13,14,12,13,9,2,1,2,1,1,-1
1361,4D6DropLow,11,13,7,10,14,11,0,1,-2,0,2,0
1362,4D6DropLow,15,9,10,14,17,14,2,-1,0,2,3,2
1363,4D6DropLow,14,14,12,14,10,11,2,2,1,2,0,0
1364,4D6DropLow,14,7,14,13,14,11,2,-2,2,1,2,0
1365,4D6DropLow,12,9,11,16,9,14,1,-1,0,3,-1,2
1366,4D6DropLow,14,11,11,14,15,16,2,0,0,2,2,3
1367,4D6DropLow,17,15,14,15,8,10,3,2,2,2,-1,0
1368,4D6DropLow,13,10,6,8,14,17,1,0,-2,-1,2,3
1369,4D6DropLow,13,12,12,13,10,18,1,1,1,1,0,4
1370,4D6DropLow,15,12,8,16,4,14,2,1,-1,3,-3,2
1371,4D6DropLow,12,16,13,12,6,15,1,3,1,1,-2,2
1372,4D6DropLow,11,4,18,10,13,13,0,-3,4,0,1,1
1373,4D6DropLow,10,14,16,10,14,15,0,2,3,0,2,2
1374,4D6DropLow,10,12,10,15,10,15,0,1,0,2,0,2
1375,4D6DropLow,11,17,13,12,14,15,0,3,1,1,2,2
1376,4D6DropLow,11,17,13,8,10,11,0,3,1,-1,0,0
1377,4D6DropLow,14,15,9,15,15,12,2,2,-1,2,2,1
1378,4D6DropLow,15,15,13,13,10,12,2,2,1,1,0,1
1379,4D6DropLow,7,13,13,10,16,13,-2,1,1,0,3,1
1380,4D6DropLow,16,16,11,12,15,11,3,3,0,1,2,0
1381,4D6DropLow,8,11,7,14,10,17,-1,0,-2,2,0,3
1382,4D6DropLow,15,13,12,12,9,6,2,1,1,1,-1,-2
1383,4D6DropLow,12,10,9,13,14,9,1,0,-1,1,2,-1
1384,4D6DropLow,17,4,14,15,15,17,3,-3,2,2,2,3
1385,4D6DropLow,16,7,14,15,13,13,3,-2,2,2,1,1
1386,4D6DropLow,15,10,4,17,11,9,2,0,-3,3,0,-1
1387,4D6DropLow,17,11,12,16,17,8,3,0,1,3,3,-1
1388,4D6DropLow,9,8,11,13,18,5,-1,-1,0,1,4,-3
1389,4D6DropLow,10,13,11,7,13,14,0,1,0,-2,1,2
1390,4D6DropLow,14,7,14,9,14,13,2,-2,2,-1,2,1
1391,4D6DropLow,15,11,14,9,12,8,2,0,2,-1,1,-1
1392,4D6DropLow,15,11,12,16,10,13,2,0,1,3,0,1
1393,4D6DropLow,13,10,12,13,11,9,1,0,1,1,0,-1
1394,4D6DropLow,10,11,15,8,11,12,0,0,2,-1,0,1
1395,4D6DropLow,17,8,12,12,15,11,3,-1,1,1,2,0
1396,4D6DropLow,15,17,12,13,7,13,2,3,1,1,-2,1
1397,4D6DropLow,15,10,13,17,12,13,2,0,1,3,1,1
1398,4D6DropLow,15,12,13,17,5,9,2,1,1,3,-3,-1
1399,4D6DropLow,11,14,13,10,16,11,0,2,1,0,3,0
1400,4D6DropLow,11,14,12,11,13,8,0,2,1,0,1,-1
1401,4D6DropLow,12,16,15,12,12,17,1,3,2,1,1,3
1402,4D6DropLow,14,18,9,10,14,13,2,4,-1,0,2,1
1403,4D6DropLow,12,9,8,9,12,16,1,-1,-1,-1,1,3
1404,4D6DropLow,12,13,13,17,7,14,1,1,1,3,-2,2
1405,4D6DropLow,14,10,14,11,10,7,2,0,2,0,0,-2
1406,4D6DropLow,12,6,13,14,12,13,1,-2,1,2,1,1
1407,4D6DropLow,14,5,11,10,12,10,2,-3,0,0,1,0
1408,4D6DropLow,14,10,14,14,9,14,2,0,2,2,-1,2
1409,4D6DropLow,16,14,8,18,13,9,3,2,-1,4,1,-1
1410,4D6DropLow,14,12,15,10,8,9,2,1,2,0,-1,-1
1411,4D6DropLow,11,11,15,11,15,14,0,0,2,0,2,2
1412,4D6DropLow,15,15,9,17,13,17,2,2,-1,3,1,3
1413,4D6DropLow,11,11,16,14,10,11,0,0,3,2,0,0
1414,4D6DropLow,11,13,12,8,10,18,0,1,1,-1,0,4
1415,4D6DropLow,9,18,11,16,18,15,-1,4,0,3,4,2
1416,4D6DropLow,17,13,10,16,11,17,3,1,0,3,0,3
1417,4D6DropLow,14,14,16,12,17,11,2,2,3,1,3,0
1418,4D6DropLow,16,15,13,13,12,14,3,2,1,1,1,2
1419,4D6DropLow,16,13,12,14,10,13,3,1,1,2,0,1
1420,4D6DropLow,11,14,13,14,12,11,0,2,1,2,1,0
1421,4D6DropLow,12,16,15,11,16,11,1,3,2,0,3,0
1422,4D6DropLow,12,5,17,12,12,12,1,-3,3,1,1,1
1423,4D6DropLow,8,13,9,14,16,10,-1,1,-1,2,3,0
1424,4D6DropLow,13,11,15,9,12,11,1,0,2,-1,1,0
1425,4D6DropLow,14,5,9,13,8,15,2,-3,-1,1,-1,2
1426,4D6DropLow,7,13,9,17,11,14,-2,1,-1,3,0,2
1427,4D6DropLow,14,14,13,17,14,10,2,2,1,3,2,0
1428,4D6DropLow,16,12,14,15,6,10,3,1,2,2,-2,0
1429,4D6DropLow,12,9,13,12,3,10,1,-1,1,1,-4,0
1430,4D6DropLow,13,11,9,15,15,15,1,0,-1,2,2,2
1431,4D6DropLow,12,10,14,16,15,18,1,0,2,3,2,4
1432,4D6DropLow,13,13,11,12,10,13,1,1,0,1,0,1
1433,4D6DropLow,14,11,13,11,13,12,2,0,1,0,1,1
1434,4D6DropLow,13,16,9,13,14,12,1,3,-1,1,2,1
1435,4D6DropLow,16,10,13,13,12,6,3,0,1,1,1,-2
1436,4D6DropLow,13,11,14,15,10,14,1,0,2,2,0,2
1437,4D6DropLow,15,18,10,14,12,11,2,4,0,2,1,0
1438,4D6DropLow,14,6,18,14,12,16,2,-2,4,2,1,3
1439,4D6DropLow,8,15,16,15,12,12,-1,2,3,2,1,1
1440,4D6DropLow,12,8,15,14,5,11,1,-1,2,2,-3,0
1441,4D6DropLow,12,17,14,9,9,15,1,3,2,-1,-1,2
1442,4D6DropLow,11,12,13,17,8,14,0,1,1,3,-1,2
1443,4D6DropLow,8,11,13,17,10,12,-1,0,1,3,0,1
1444,4D6DropLow,11,12,6,15,11,14,0,1,-2,2,0,2
1445,4D6DropLow,17,11,16,14,12,13,3,0,3,2,1,1
1446,4D6DropLow,16,10,15,15,15,8,3,0,2,2,2,-1
1447,4D6DropLow,11,14,12,17,14,14,0,2,1,3,2,2
1448,4D6DropLow,15,14,14,12,12,15,2,2,2,1,1,2
1449,4D6DropLow,8,15,12,17,7,13,-1,2,1,3,-2,1
1450,4D6DropLow,12,12,9,16,14,15,1,1,-1,3,2,2
1451,4D6DropLow,15,15,13,13,14,12,2,2,1,1,2,1
1452,4D6DropLow,11,11,15,12,12,14,0,0,2,1,1,2
1453,4D6DropLow,8,13,13,10,15,15,-1,1,1,0,2,2
1454,4D6DropLow,15,12,12,17,10,11,2,1,1,3,0,0
1455,4D6DropLow,12,8,17,13,9,8,1,-1,3,1,-1,-1
1456,4D6DropLow,10,14,11,16,12,14,0,2,0,3,1,2
1457,4D6DropLow,14,12,15,10,10,7,2,1,2,0,0,-2
1458,4D6DropLow,8,12,12,12,16,14,-1,1,1,1,3,2
1459,4D6DropLow,13,15,15,14,11,10,1,2,2,2,0,0
1460,4D6DropLow,11,15,14,16,10,13,0,2,2,3,0,1
1461,4D6DropLow,13,8,15,12,14,7,1,-1,2,1,2,-2
1462,4D6DropLow,14,10,17,16,9,17,2,0,3,3,-1,3
1463,4D6DropLow,11,11,13,14,14,6,0,0,1,2,2,-2
1464,4D6DropLow,14,9,13,12,12,13,2,-1,1,1,1,1
1465,4D6DropLow,10,13,13,12,15,14,0,1,1,1,2,2
1466,4D6DropLow,11,13,14,16,14,7,0,1,2,3,2,-2
1467,4D6DropLow,10,15,10,12,11,10,0,2,0,1,0,0
1468,4D6DropLow,9,8,14,13,15,10,-1,-1,2,1,2,0
1469,4D6DropLow,10,16,18,13,9,10,0,3,4,1,-1,0
1470,4D6DropLow,13,7,14,15,10,13,1,-2,2,2,0,1
1471,4D6DropLow,11,16,10,11,11,13,0,3,0,0,0,1
1472,4D6DropLow,7,12,10,15,12,10,-2,1,0,2,1,0
1473,4D6DropLow,14,9,10,12,12,14,2,-1,0,1,1,2
1474,4D6DropLow,13,11,9,13,13,10,1,0,-1,1,1,0
1475,4D6DropLow,10,11,7,14,10,17,0,0,-2,2,0,3
1476,4D6DropLow,12,13,14,14,11,11,1,1,2,2,0,0
1477,4D6DropLow,7,15,15,18,15,11,-2,2,2,4,2,0
1478,4D6DropLow,9,18,14,14,12,16,-1,4,2,2,1,3
1479,4D6DropLow,14,14,8,14,12,16,2,2,-1,2,1,3
1480,4D6DropLow,8,18,11,7,14,17,-1,4,0,-2,2,3
1481,4D6DropLow,15,12,7,10,9,14,2,1,-2,0,-1,2
1482,4D6DropLow,14,11,12,15,10,17,2,0,1,2,0,3
1483,4D6DropLow,18,10,15,12,10,12,4,0,2,1,0,1
1484,4D6DropLow,10,11,15,7,18,13,0,0,2,-2,4,1
1485,4D6DropLow,10,13,17,12,14,14,0,1,3,1,2,2
1486,4D6DropLow,4,12,10,10,8,13,-3,1,0,0,-1,1
1487,4D6DropLow,6,16,13,10,13,15,-2,3,1,0,1,2
1488,4D6DropLow,14,10,15,13,14,15,2,0,2,1,2,2
1489,4D6DropLow,12,11,15,9,12,17,1,0,2,-1,1,3
1490,4D6DropLow,13,12,16,13,12,5,1,1,3,1,1,-3
1491,4D6DropLow,7,17,17,16,12,12,-2,3,3,3,1,1
1492,4D6DropLow,15,12,12,16,17,17,2,1,1,3,3,3
1493,4D6DropLow,8,14,15,16,6,12,-1,2,2,3,-2,1
1494,4D6DropLow,13,13,14,11,13,14,1,1,2,0,1,2
1495,4D6DropLow,7,12,9,15,14,12,-2,1,-1,2,2,1
1496,4D6DropLow,16,11,15,11,16,16,3,0,2,0,3,3
1497,4D6DropLow,10,11,11,11,8,12,0,0,0,0,-1,1
1498,4D6DropLow,10,12,7,15,4,13,0,1,-2,2,-3,1
1499,4D6DropLow,15,13,17,14,15,13,2,1,3,2,2,1
1500,4D6DropLow,10,13,12,14,12,12,0,1,1,2,1,1
1501,4D6DropLow,15,10,12,18,14,15,2,0,1,4,2,2
1502,4D6DropLow,14,11,14,11,6,10,2,0,2,0,-2,0
1503,4D6DropLow,16,15,10,14,10,17,3,2,0,2,0,3
1504,4D6DropLow,10,16,12,10,17,11,0,3,1,0,3,0
1505,4D6DropLow,11,16,14,13,14,12,0,3,2,1,2,1
1506,4D6DropLow,13,17,12,17,14,16,1,3,1,3,2,3
1507,4D6DropLow,8,12,8,13,16,9,-1,1,-1,1,3,-1
1508,4D6DropLow,10,14,13,15,16,17,0,2,1,2,3,3
1509,4D6DropLow,12,17,11,13,9,12,1,3,0,1,-1,1
1510,4D6DropLow,7,12,14,11,8,7,-2,1,2,0,-1,-2
1511,4D6DropLow,14,13,13,15,16,11,2,1,1,2,3,0
1512,4D6DropLow,12,14,14,15,14,7,1,2,2,2,2,-2
1513,4D6DropLow,16,11,15,11,14,12,3,0,2,0,2,1
1514,4D6DropLow,8,11,12,10,10,17,-1,0,1,0,0,3
1515,4D6DropLow,13,9,9,10,12,16,1,-1,-1,0,1,3
1516,4D6DropLow,15,14,6,11,14,11,2,2,-2,0,2,0
1517,4D6DropLow,12,12,15,13,15,9,1,1,2,1,2,-1
1518,4D6DropLow,13,15,12,6,10,13,1,2,1,-2,0,1
1519,4D6DropLow,9,12,13,13,4,17,-1,1,1,1,-3,3
1520,4D6DropLow,13,7,11,12,15,6,1,-2,0,1,2,-2
1521,4D6DropLow,11,9,15,16,12,10,0,-1,2,3,1,0
1522,4D6DropLow,14,9,14,13,13,12,2,-1,2,1,1,1
1523,4D6DropLow,16,9,16,13,14,12,3,-1,3,1,2,1
1524,4D6DropLow,12,12,12,10,12,7,1,1,1,0,1,-2
1525,4D6DropLow,13,12,7,14,15,14,1,1,-2,2,2,2
1526,4D6DropLow,13,11,14,9,15,9,1,0,2,-1,2,-1
1527,4D6DropLow,9,6,8,15,13,12,-1,-2,-1,2,1,1
1528,4D6DropLow,15,17,12,16,10,14,2,3,1,3,0,2
1529,4D6DropLow,11,9,12,16,14,15,0,-1,1,3,2,2
1530,4D6DropLow,13,12,14,14,13,12,1,1,2,2,1,1
1531,4D6DropLow,15,16,14,17,11,17,2,3,2,3,0,3
1532,4D6DropLow,13,13,14,16,13,17,1,1,2,3,1,3
1533,4D6DropLow,13,12,11,14,13,10,1,1,0,2,1,0
1534,4D6DropLow,13,8,15,12,9,10,1,-1,2,1,-1,0
1535,4D6DropLow,11,12,16,7,14,14,0,1,3,-2,2,2
1536,4D6DropLow,10,13,11,11,8,12,0,1,0,0,-1,1
1537,4D6DropLow,16,11,10,15,14,17,3,0,0,2,2,3
1538,4D6DropLow,11,11,11,13,12,15,0,0,0,1,1,2
1539,4D6DropLow,16,14,11,16,11,14,3,2,0,3,0,2
1540,4D6DropLow,11,10,9,14,11,18,0,0,-1,2,0,4
1541,4D6DropLow,12,12,18,15,8,12,1,1,4,2,-1,1
1542,4D6DropLow,5,16,11,15,11,15,-3,3,0,2,0,2
1543,4D6DropLow,16,14,14,12,10,12,3,2,2,1,0,1
1544,4D6DropLow,12,14,12,11,11,16,1,2,1,0,0,3
1545,4D6DropLow,10,13,10,13,12,14,0,1,0,1,1,2
1546,4D6DropLow,11,10,14,9,10,12,0,0,2,-1,0,1
1547,4D6DropLow,13,6,12,16,4,8,1,-2,1,3,-3,-1
1548,4D6DropLow,15,10,13,14,14,10,2,0,1,2,2,0
1549,4D6DropLow,12,18,14,17,12,12,1,4,2,3,1,1
1550,4D6DropLow,10,17,14,15,13,14,0,3,2,2,1,2
1551,4D6DropLow,10,13,15,11,9,8,0,1,2,0,-1,-1
1552,4D6DropLow,10,14,14,17,10,11,0,2,2,3,0,0
1553,4D6DropLow,16,15,12,14,11,13,3,2,1,2,0,1
1554,4D6DropLow,15,14,8,10,15,15,2,2,-1,0,2,2
1555,4D6DropLow,7,12,14,13,8,16,-2,1,2,1,-1,3
1556,4D6DropLow,8,7,10,9,13,8,-1,-2,0,-1,1,-1
1557,4D6DropLow,14,18,12,11,16,14,2,4,1,0,3,2
1558,4D6DropLow,14,11,12,9,14,15,2,0,1,-1,2,2
1559,4D6DropLow,12,12,14,17,11,9,1,1,2,3,0,-1
1560,4D6DropLow,14,9,13,15,13,10,2,-1,1,2,1,0
1561,4D6DropLow,12,12,13,14,13,8,1,1,1,2,1,-1
1562,4D6DropLow,8,14,15,7,16,12,-1,2,2,-2,3,1
1563,4D6DropLow,12,12,12,11,11,14,1,1,1,0,0,2
1564,4D6DropLow,9,9,11,16,13,11,-1,-1,0,3,1,0
1565,4D6DropLow,15,14,14,13,10,18,2,2,2,1,0,4
1566,4D6DropLow,8,6,14,12,9,6,-1,-2,2,1,-1,-2
1567,4D6DropLow,16,16,12,16,14,15,3,3,1,3,2,2
1568,4D6DropLow,13,12,14,17,13,13,1,1,2,3,1,1
1569,4D6DropLow,10,17,16,13,13,11,0,3,3,1,1,0
1570,4D6DropLow,14,18,12,16,15,11,2,4,1,3,2,0
1571,4D6DropLow,15,14,18,15,18,10,2,2,4,2,4,0
1572,4D6DropLow,10,12,13,13,14,14,0,1,1,1,2,2
1573,4D6DropLow,8,12,16,15,9,13,-1,1,3,2,-1,1
1574,4D6DropLow,8,13,14,14,8,12,-1,1,2,2,-1,1
1575,4D6DropLow,13,16,12,18,7,16,1,3,1,4,-2,3
1576,4D6DropLow,13,8,12,14,15,7,1,-1,1,2,2,-2
1577,4D6DropLow,14,17,12,10,13,14,2,3,1,0,1,2
1578,4D6DropLow,10,16,8,3,18,9,0,3,-1,-4,4,-1
1579,4D6DropLow,12,16,10,8,13,10,1,3,0,-1,1,0
1580,4D6DropLow,18,8,8,14,13,17,4,-1,-1,2,1,3
1581,4D6DropLow,15,9,15,12,9,12,2,-1,2,1,-1,1
1582,4D6DropLow,15,15,16,16,11,12,2,2,3,3,0,1
1583,4D6DropLow,13,15,14,13,9,12,1,2,2,1,-1,1
1584,4D6DropLow,12,11,13,15,7,12,1,0,1,2,-2,1
1585,4D6DropLow,16,16,12,13,16,14,3,3,1,1,3,2
1586,4D6DropLow,8,12,16,8,12,12,-1,1,3,-1,1,1
1587,4D6DropLow,11,11,14,15,4,13,0,0,2,2,-3,1
1588,4D6DropLow,8,17,16,16,7,17,-1,3,3,3,-2,3
1589,4D6DropLow,7,8,13,13,13,14,-2,-1,1,1,1,2
1590,4D6DropLow,15,13,8,12,13,11,2,1,-1,1,1,0
1591,4D6DropLow,8,13,13,11,11,12,-1,1,1,0,0,1
1592,4D6DropLow,11,11,16,11,11,13,0,0,3,0,0,1
1593,4D6DropLow,11,11,13,16,13,11,0,0,1,3,1,0
1594,4D6DropLow,8,13,12,7,16,10,-1,1,1,-2,3,0
1595,4D6DropLow,16,10,15,14,10,10,3,0,2,2,0,0
1596,4D6DropLow,12,18,11,3,4,11,1,4,0,-4,-3,0
1597,4D6DropLow,7,12,12,11,7,13,-2,1,1,0,-2,1
1598,4D6DropLow,16,18,8,10,17,13,3,4,-1,0,3,1
1599,4D6DropLow,14,11,12,11,17,8,2,0,1,0,3,-1
1600,4D6DropLow,13,12,12,11,8,12,1,1,1,0,-1,1
1601,4D6DropLow,10,16,13,13,17,9,0,3,1,1,3,-1
1602,4D6DropLow,11,9,18,14,9,10,0,-1,4,2,-1,0
1603,4D6DropLow,12,11,10,11,6,12,1,0,0,0,-2,1
1604,4D6DropLow,14,13,10,11,10,11,2,1,0,0,0,0
1605,4D6DropLow,9,12,17,15,14,17,-1,1,3,2,2,3
1606,4D6DropLow,11,11,10,10,15,7,0,0,0,0,2,-2
1607,4D6DropLow,17,17,13,13,16,11,3,3,1,1,3,0
1608,4D6DropLow,11,11,13,12,10,13,0,0,1,1,0,1
1609,4D6DropLow,11,14,14,9,16,12,0,2,2,-1,3,1
1610,4D6DropLow,13,5,11,13,10,12,1,-3,0,1,0,1
1611,4D6DropLow,11,13,17,15,17,15,0,1,3,2,3,2
1612,4D6DropLow,15,15,13,14,13,11,2,2,1,2,1,0
1613,4D6DropLow,13,14,12,13,16,15,1,2,1,1,3,2
1614,4D6DropLow,14,15,13,13,11,10,2,2,1,1,0,0
1615,4D6DropLow,18,13,12,17,10,10,4,1,1,3,0,0
1616,4D6DropLow,10,15,14,13,10,15,0,2,2,1,0,2
1617,4D6DropLow,10,11,10,16,11,5,0,0,0,3,0,-3
1618,4D6DropLow,14,10,13,15,7,11,2,0,1,2,-2,0
1619,4D6DropLow,8,13,11,10,16,13,-1,1,0,0,3,1
1620,4D6DropLow,9,16,6,12,12,13,-1,3,-2,1,1,1
1621,4D6DropLow,13,18,8,13,12,10,1,4,-1,1,1,0
1622,4D6DropLow,14,16,10,8,14,16,2,3,0,-1,2,3
1623,4D6DropLow,7,9,10,7,13,10,-2,-1,0,-2,1,0
1624,4D6DropLow,14,11,7,12,9,13,2,0,-2,1,-1,1
1625,4D6DropLow,15,11,12,13,12,12,2,0,1,1,1,1
1626,4D6DropLow,9,14,16,6,14,11,-1,2,3,-2,2,0
1627,4D6DropLow,16,12,15,10,12,11,3,1,2,0,1,0
1628,4D6DropLow,10,14,17,12,12,13,0,2,3,1,1,1
1629,4D6DropLow,12,13,15,13,7,13,1,1,2,1,-2,1
1630,4D6DropLow,10,17,11,8,16,16,0,3,0,-1,3,3
1631,4D6DropLow,15,18,18,13,17,12,2,4,4,1,3,1
1632,4D6DropLow,10,15,13,12,10,10,0,2,1,1,0,0
1633,4D6DropLow,9,14,18,12,13,17,-1,2,4,1,1,3
1634,4D6DropLow,8,15,10,13,13,16,-1,2,0,1,1,3
1635,4D6DropLow,13,10,13,13,12,13,1,0,1,1,1,1
1636,4D6DropLow,12,9,10,12,12,16,1,-1,0,1,1,3
1637,4D6DropLow,10,15,12,12,13,11,0,2,1,1,1,0
1638,4D6DropLow,9,14,15,13,14,15,-1,2,2,1,2,2
1639,4D6DropLow,14,14,12,14,9,10,2,2,1,2,-1,0
1640,4D6DropLow,18,12,17,15,15,10,4,1,3,2,2,0
1641,4D6DropLow,16,12,16,12,12,12,3,1,3,1,1,1
1642,4D6DropLow,8,11,10,13,10,13,-1,0,0,1,0,1
1643,4D6DropLow,11,14,7,12,11,16,0,2,-2,1,0,3
1644,4D6DropLow,13,13,12,14,13,9,1,1,1,2,1,-1
1645,4D6DropLow,14,13,12,9,16,18,2,1,1,-1,3,4
1646,4D6DropLow,11,15,12,10,12,8,0,2,1,0,1,-1
1647,4D6DropLow,7,8,12,14,13,13,-2,-1,1,2,1,1
1648,4D6DropLow,13,9,10,10,9,11,1,-1,0,0,-1,0
1649,4D6DropLow,6,8,14,16,11,15,-2,-1,2,3,0,2
